"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"26.03.2020","0,030843","0,029458","0,030883","0,029228","394,15M","4,71%"
"25.03.2020","0,029456","0,030230","0,030397","0,028804","450,64M","-2,56%"
"24.03.2020","0,030229","0,029255","0,030373","0,028765","495,08M","3,34%"
"23.03.2020","0,029253","0,027042","0,029786","0,026646","606,34M","8,18%"
"22.03.2020","0,027042","0,029449","0,030377","0,026867","571,39M","-8,17%"
"21.03.2020","0,029447","0,029466","0,030588","0,027954","651,88M","-0,07%"
"20.03.2020","0,029467","0,030297","0,033836","0,026751","1,13B","-2,74%"
"19.03.2020","0,030297","0,026069","0,031899","0,025813","852,99M","16,22%"
"18.03.2020","0,026069","0,025814","0,026498","0,024371","531,44M","0,99%"
"17.03.2020","0,025814","0,024199","0,026454","0,023904","686,53M","6,67%"
"16.03.2020","0,024199","0,026962","0,026967","0,021697","1,16B","-10,25%"
"15.03.2020","0,026963","0,025763","0,028874","0,025547","620,44M","4,65%"
"14.03.2020","0,025764","0,028387","0,028858","0,025376","707,87M","-9,24%"
"13.03.2020","0,028387","0,023225","0,029273","0,017774","2,57B","22,24%"
"12.03.2020","0,023222","0,039694","0,039825","0,022257","2,20B","-41,49%"
"11.03.2020","0,039692","0,041417","0,041785","0,037404","604,50M","-4,16%"
"10.03.2020","0,041417","0,041556","0,042986","0,040386","599,10M","-0,33%"
"09.03.2020","0,041556","0,042798","0,043895","0,039015","723,82M","-2,91%"
"08.03.2020","0,042802","0,048777","0,048777","0,042359","522,11M","-12,25%"
"07.03.2020","0,048777","0,051741","0,051841","0,048171","271,38M","-5,73%"
"06.03.2020","0,051741","0,050931","0,051741","0,049963","293,27M","1,59%"
"05.03.2020","0,050931","0,049012","0,052270","0,048976","417,30M","3,91%"
"04.03.2020","0,049012","0,048654","0,050307","0,048045","390,64M","0,74%"
"03.03.2020","0,048654","0,049184","0,049373","0,047506","357,54M","-1,08%"
"02.03.2020","0,049183","0,045697","0,049784","0,045451","394,76M","7,63%"
"01.03.2020","0,045697","0,047121","0,048256","0,045085","423,08M","-3,02%"
"29.02.2020","0,047121","0,048888","0,049931","0,047116","373,80M","-3,64%"
"28.02.2020","0,048903","0,049799","0,051284","0,046582","559,79M","-1,80%"
